;Rank;Paritdo;Puntos;Score;Minutos_Jugados;Rebotes;Tipo;Ano
1;2;1;0;-1.1;6:22;1;Regular;1997
2;3;2;1;-1.1;3:16;0;Regular;1997
3;4;3;5;0.7;6:49;0;Regular;1997
4;5;4;10;5.2;17:15;3;Regular;1997
5;6;5;2;1.9;8:25;3;Regular;1997
6;7;6;2;-0.7;5:03;1;Regular;1997
7;8;7;6;5.6;6:06;0;Regular;1997
8;9;8;4;-1.4;7:01;0;Regular;1997
9;10;9;16;10.4;14:29;2;Regular;1997
10;11;10;3;0.7;7:47;2;Regular;1997
11;12;11;11;8.4;20:32;1;Regular;1997
12;15;12;12;4.2;20:52;1;Regular;1997
13;16;13;2;-2.7;19:33;4;Regular;1997
14;17;14;1;0.9;6:35;1;Regular;1997
15;18;15;2;0.3;2:41;1;Regular;1997
16;20;16;8;5.1;13:24;3;Regular;1997
17;22;17;11;8.2;22:02;3;Regular;1997
18;23;18;0;0.3;6:07;1;Regular;1997
19;26;19;5;2.1;9:48;1;Regular;1997
20;27;20;0;2.1;7:49;3;Regular;1997
21;28;21;5;0.9;11:38;1;Regular;1997
22;29;22;0;-1.5;5:12;1;Regular;1997
23;31;23;0;-1.6;6:31;1;Regular;1997
24;32;24;4;4.2;10:29;1;Regular;1997
25;33;25;21;22.0;22:16;5;Regular;1997
26;34;26;16;14.3;28:48:00;5;Regular;1997
27;35;27;8;3.3;23:12;2;Regular;1997
28;36;28;9;3.1;21:32;1;Regular;1997
29;37;29;2;-0.4;7:46;3;Regular;1997
30;38;30;2;-1.2;5:34;0;Regular;1997
31;40;31;21;15.8;32:20:00;2;Regular;1997
32;41;32;6;-0.8;13:24;2;Regular;1997
33;42;33;17;16.0;24:54:00;6;Regular;1997
34;43;34;7;3.4;17:02;1;Regular;1997
35;44;35;12;7.9;31:45:00;3;Regular;1997
36;45;36;19;14.2;29:51:00;4;Regular;1997
37;46;37;13;9.5;24:00:00;3;Regular;1997
38;47;38;6;0.3;22:32;3;Regular;1997
39;48;39;5;2.9;12:40;3;Regular;1997
40;49;40;2;1.2;11:02;2;Regular;1997
41;50;41;9;5.9;20:00;2;Regular;1997
42;51;42;0;-4.6;12:55;1;Regular;1997
43;52;43;10;6.1;23:27;2;Regular;1997
44;53;44;2;0.0;5:15;1;Regular;1997
45;54;45;0;-1.5;3:47;1;Regular;1997
46;57;46;0;-0.7;1:23;0;Regular;1997
47;58;47;10;5.3;21:28;1;Regular;1997
48;59;48;0;-0.4;6:18;2;Regular;1997
49;60;49;8;2.8;17:23;1;Regular;1997
50;61;50;12;12.9;26:02:00;2;Regular;1997
51;62;51;18;12.1;18:17;1;Regular;1997
52;63;52;16;12.8;26:07:00;4;Regular;1997
53;64;53;10;5.3;22:35;5;Regular;1997
54;65;54;8;6.0;10:21;0;Regular;1997
55;66;55;0;-2.1;2:58;1;Regular;1997
56;67;56;0;0.0;2:56;0;Regular;1997
57;68;57;8;4.4;18:44;2;Regular;1997
58;69;58;6;4.0;8:48;1;Regular;1997
59;70;59;19;15.3;32:02:00;1;Regular;1997
60;71;60;20;16.8;42:41:00;8;Regular;1997
61;72;61;9;4.1;12:10;1;Regular;1997
62;73;62;6;5.6;16:28;3;Regular;1997
63;74;63;15;10.7;17:18;0;Regular;1997
64;75;64;13;11.8;21:45;2;Regular;1997
65;76;65;24;16.6;24:42:00;2;Regular;1997
66;77;66;11;4.3;33:27:00;2;Regular;1997
67;78;67;7;3.9;27:59:00;1;Regular;1997
68;79;68;12;12.9;15:30;1;Regular;1997
69;80;69;3;-1.3;15:47;2;Regular;1997
70;81;70;5;3.1;14:46;1;Regular;1997
71;82;71;2;1.7;3:47;1;Regular;1997
72;1;1;2;1.7;0:46;0;Playoffs;1997
73;2;2;6;3.9;4:50;0;Playoffs;1997
74;3;3;22;12.5;26:51:00;4;Playoffs;1997
75;4;4;0;0;5:34;0;Playoffs;1997
76;5;5;3;-0.1;14:28;2;Playoffs;1997
77;6;6;2;0.6;4:28;0;Playoffs;1997
78;7;7;19;14.8;19:22;1;Playoffs;1997
79;8;8;9;-2.1;28:23:00;2;Playoffs;1997
80;9;9;11;3.6;28:35:00;2;Playoffs;1997
81;1;1;23;19.5;32:57:00;3;Regular;1998
82;2;2;4;0.9;21:06;3;Regular;1998
83;3;3;4;-1.1;19:30;1;Regular;1998
84;4;4;25;24.9;23:44;3;Regular;1998
85;8;5;11;5.8;16:13;1;Regular;1998
86;9;6;19;15.1;28:58:00;5;Regular;1998
87;10;7;20;13.2;33:31:00;3;Regular;1998
88;11;8;24;19.4;29:06:00;5;Regular;1998
89;12;9;16;6.2;27:06:00;2;Regular;1998
90;13;10;14;3.6;27:58:00;5;Regular;1998
91;14;11;19;9.7;22:41;2;Regular;1998
92;15;12;6;2.6;18:44;5;Regular;1998
93;16;13;10;7.9;23:58;4;Regular;1998
94;17;14;17;19.3;27:09:00;4;Regular;1998
95;18;15;21;12.1;28:35:00;4;Regular;1998
96;19;16;19;8.9;25:08:00;2;Regular;1998
97;20;17;20;15.5;30:15:00;6;Regular;1998
98;21;18;27;22.5;25:47:00;5;Regular;1998
99;22;19;30;19.9;31:57:00;3;Regular;1998
100;23;20;19;11.7;23:10;6;Regular;1998
101;24;21;33;24.1;29:06:00;3;Regular;1998
102;25;22;19;11.7;30:52:00;2;Regular;1998
103;26;23;13;4.4;26:28:00;1;Regular;1998
104;27;24;19;13.7;26:28:00;5;Regular;1998
105;28;25;16;7.7;26:56:00;1;Regular;1998
106;29;26;17;9.9;25:38:00;0;Regular;1998
107;30;27;12;5.6;28:21:00;4;Regular;1998
108;31;28;12;11.1;24:05:00;3;Regular;1998
109;32;29;20;13.6;31:28:00;6;Regular;1998
110;33;30;16;14.4;24:32:00;2;Regular;1998
111;34;31;17;14.6;20:09;2;Regular;1998
112;35;32;15;10.8;26:43:00;0;Regular;1998
113;36;33;6;0.8;14:22;2;Regular;1998
114;37;34;14;11.6;23:06;3;Regular;1998
115;38;35;21;15.2;26:47:00;5;Regular;1998
116;39;36;16;15.1;31:02:00;2;Regular;1998
117;40;37;25;20.1;34:22:00;5;Regular;1998
118;41;38;18;6.7;33:19:00;4;Regular;1998
119;42;39;26;15.4;34:38:00;5;Regular;1998
120;43;40;22;13.4;29:58:00;3;Regular;1998
121;44;41;20;11.7;26:21:00;4;Regular;1998
122;45;42;26;26.9;28:36:00;4;Regular;1998
123;46;43;17;12.0;30:02:00;4;Regular;1998
124;47;44;11;2.8;22:22;5;Regular;1998
125;48;45;15;12.3;40:45:00;3;Regular;1998
126;49;46;18;10.3;33:09:00;2;Regular;1998
127;50;47;8;4.8;24:01:00;4;Regular;1998
128;51;48;21;22.5;34:43:00;4;Regular;1998
129;52;49;18;12.8;36:43:00;3;Regular;1998
130;53;50;12;6.3;24:41:00;5;Regular;1998
131;54;51;8;-0.3;22:33;3;Regular;1998
132;55;52;14;9.4;25:59:00;3;Regular;1998
133;56;53;14;4.0;26:35:00;5;Regular;1998
134;57;54;4;-0.1;12:21;1;Regular;1998
135;58;55;15;5.4;21:22;3;Regular;1998
136;59;56;7;5.9;21:20;1;Regular;1998
137;60;57;4;1.2;18:37;3;Regular;1998
138;61;58;13;7.8;20:09;2;Regular;1998
139;62;59;6;-2.7;11:41;3;Regular;1998
140;63;60;13;13.7;25:16:00;3;Regular;1998
141;64;61;0;-1.1;13:57;0;Regular;1998
142;65;62;10;9.2;27:48:00;3;Regular;1998
143;66;63;16;14.0;17:58;1;Regular;1998
144;67;64;12;6.0;25:19:00;6;Regular;1998
145;68;65;23;20.4;32:07:00;3;Regular;1998
146;69;66;11;3.9;21:13;1;Regular;1998
147;70;67;2;3.6;26:53:00;0;Regular;1998
148;71;68;15;11.2;22:35;5;Regular;1998
149;72;69;17;13.1;25:27:00;2;Regular;1998
150;73;70;20;13.9;25:08:00;4;Regular;1998
151;74;71;7;2.8;23:03;1;Regular;1998
152;75;72;6;2.3;27:01:00;3;Regular;1998
153;76;73;14;6.5;26:14:00;1;Regular;1998
154;77;74;12;7.7;29:05:00;2;Regular;1998
155;78;75;10;4.6;23:47;1;Regular;1998
156;79;76;15;9.6;25:46:00;1;Regular;1998
157;80;77;19;11.2;28:25:00;4;Regular;1998
158;81;78;17;14.1;26:35:00;7;Regular;1998
159;82;79;25;19.0;36:43:00;2;Regular;1998
160;1;1;15;12.6;27:28:00;1;Playoffs;1998
161;2;2;4;2.5;24:39:00;3;Playoffs;1998
162;3;3;4;0.7;15:46;5;Playoffs;1998
163;4;4;22;15.8;36:25:00;3;Playoffs;1998
164;5;5;4;1.7;16:09;1;Playoffs;1998
165;8;6;0;0.0;3:12;0;Playoffs;1998
166;9;7;7;5.3;11:03;1;Playoffs;1998
167;10;8;16;10.3;31:28:00;4;Playoffs;1998
168;11;9;9;1.3;21:47;2;Playoffs;1998
169;12;10;9;3.3;15:17;0;Playoffs;1998
170;13;11;6;2.8;18:52;1;Playoffs;1998
171;1;1;25;18.4;43:38:00;10;Regular;1999
172;2;2;16;10.9;41:27:00;12;Regular;1999
173;3;3;19;11.5;41:31:00;10;Regular;1999
174;4;4;21;16.2;38:11:00;10;Regular;1999
175;5;5;24;18.6;37:45:00;10;Regular;1999
176;6;6;18;10.6;34:45:00;2;Regular;1999
177;7;7;16;14.6;30:53:00;9;Regular;1999
178;8;8;23;18.4;30:50:00;9;Regular;1999
179;9;9;21;14.6;41:52:00;8;Regular;1999
180;10;10;23;14.1;40:22:00;13;Regular;1999
181;11;11;26;23.9;45:32:00;13;Regular;1999
182;12;12;11;-5.8;35:24:00;5;Regular;1999
183;13;13;7;5.4;24:40:00;6;Regular;1999
184;14;14;22;12.2;33:46:00;4;Regular;1999
185;15;15;18;7.7;39:36:00;5;Regular;1999
186;16;16;10;2.8;26:56:00;4;Regular;1999
187;17;17;32;28.1;42:02:00;5;Regular;1999
188;18;18;20;15.3;43:19:00;5;Regular;1999
189;19;19;24;10.8;37:37:00;4;Regular;1999
190;20;20;16;12.8;28:05:00;2;Regular;1999
191;21;21;9;1.0;27:30:00;4;Regular;1999
192;22;22;18;17.5;41:58:00;4;Regular;1999
193;23;23;29;22.3;42:36:00;10;Regular;1999
194;24;24;21;18.6;38:59:00;9;Regular;1999
195;25;25;14;8.3;36:47:00;4;Regular;1999
196;26;26;23;13.7;40:23:00;2;Regular;1999
197;27;27;38;28.0;44:37:00;3;Regular;1999
198;28;28;21;16.0;36:36:00;2;Regular;1999
199;29;29;25;11.7;38:51:00;3;Regular;1999
200;30;30;26;24.0;39:57:00;0;Regular;1999
201;31;31;29;25.1;39:13:00;5;Regular;1999
202;32;32;20;17.4;33:59:00;3;Regular;1999
203;33;33;18;8.7;40:58:00;3;Regular;1999
204;34;34;17;8.3;38:55:00;2;Regular;1999
205;35;35;26;23.1;36:43:00;2;Regular;1999
206;36;36;15;9.2;35:30:00;2;Regular;1999
207;37;37;18;10.1;42:29:00;2;Regular;1999
208;38;38;18;16.4;36:56:00;3;Regular;1999
209;39;39;25;20.3;44:19:00;5;Regular;1999
210;40;40;20;8.1;39:03:00;0;Regular;1999
211;41;41;17;7.6;42:05:00;5;Regular;1999
212;42;42;17;16.5;36:22:00;4;Regular;1999
213;43;43;27;21.8;40:22:00;5;Regular;1999
214;44;44;22;14.4;45:26:00;6;Regular;1999
215;45;45;11;6.3;38:04:00;4;Regular;1999
216;46;46;9;2.9;34:38:00;5;Regular;1999
217;47;47;15;12.2;37:32:00;6;Regular;1999
218;48;48;28;22.9;43:38:00;6;Regular;1999
219;49;49;17;16.3;39:52:00;4;Regular;1999
220;50;50;11;9.1;21:48;5;Regular;1999
221;1;1;17;14.8;28:32:00;5;Playoffs;1999
222;2;2;19;18;37:51:00;9;Playoffs;1999
223;3;3;13;11.5;34:43:00;9;Playoffs;1999
224;4;4;24;18.5;47:38:00;6;Playoffs;1999
225;5;5;21;14.6;35:50:00;6;Playoffs;1999
226;6;6;28;13.9;47:41:00;8;Playoffs;1999
227;7;7;20;10.4;44:18:00;4;Playoffs;1999
228;8;8;16;7.5;40:27:00;8;Playoffs;1999
229;1;1;19;10.3;29:52:00;6;Regular;2000
230;2;2;23;18.4;34:09:00;8;Regular;2000
231;3;3;15;8.5;25:25:00;3;Regular;2000
232;4;4;21;11.8;30:37:00;1;Regular;2000
233;5;5;27;17.6;41:45:00;6;Regular;2000
234;6;6;14;15.0;39:19:00;6;Regular;2000
235;7;7;26;16.0;35:15:00;5;Regular;2000
236;8;8;18;16.2;30:27:00;3;Regular;2000
237;9;9;30;22.5;40:24:00;7;Regular;2000
238;10;10;28;21.5;44:30:00;7;Regular;2000
239;11;11;26;14.4;40:23:00;3;Regular;2000
240;12;12;27;22.5;45:16:00;4;Regular;2000
241;13;13;18;6.9;35:16:00;5;Regular;2000
242;14;14;25;18.7;41:59:00;9;Regular;2000
243;15;15;18;12.5;40:59:00;6;Regular;2000
244;16;16;29;16.3;37:04:00;9;Regular;2000
245;17;17;26;21.8;36:54:00;10;Regular;2000
246;18;18;13;2.7;35:50:00;10;Regular;2000
247;19;19;31;24.0;42:49:00;6;Regular;2000
248;20;20;30;31.6;36:00:00;7;Regular;2000
249;21;21;22;17.6;43:00:00;4;Regular;2000
250;22;22;18;8.8;39:56:00;7;Regular;2000
251;23;23;22;16.1;39:51:00;3;Regular;2000
252;24;24;15;10.2;41:31:00;14;Regular;2000
253;25;25;25;18.2;41:06:00;13;Regular;2000
254;26;26;28;18.7;36:47:00;4;Regular;2000
255;27;27;26;12.1;44:11:00;7;Regular;2000
256;28;28;23;18.4;32:44:00;2;Regular;2000
257;29;29;17;6.5;41:14:00;4;Regular;2000
258;30;30;19;22.9;40:57:00;7;Regular;2000
259;31;31;13;13.2;25:56:00;4;Regular;2000
260;32;32;29;27.0;41:50:00;9;Regular;2000
261;33;33;24;16.0;33:03:00;5;Regular;2000
262;34;34;21;21.8;41:52:00;5;Regular;2000
263;35;35;26;20.3;33:31:00;7;Regular;2000
264;36;36;11;9.2;44:14:00;3;Regular;2000
265;37;37;18;15.4;39:01:00;3;Regular;2000
266;38;38;21;13.9;39:26:00;4;Regular;2000
267;39;39;21;17.0;39:15:00;7;Regular;2000
268;40;40;17;16.7;31:08:00;6;Regular;2000
269;41;41;31;23.5;35:59:00;4;Regular;2000
270;42;42;22;16.4;35:45:00;7;Regular;2000
271;43;43;27;19.7;41:46:00;6;Regular;2000
272;44;44;22;17.6;40:43:00;5;Regular;2000
273;45;45;15;12.5;38:48:00;7;Regular;2000
274;46;46;22;18.6;29:21:00;1;Regular;2000
275;47;47;30;24.6;38:58:00;4;Regular;2000
276;48;48;40;34.1;43:00:00;10;Regular;2000
277;49;49;22;15.8;43:26:00;9;Regular;2000
278;50;50;7;-0.8;33:16:00;3;Regular;2000
279;51;51;25;19.1;33:09:00;8;Regular;2000
280;52;52;24;19.2;44:05:00;9;Regular;2000
281;53;53;23;12.4;43:16:00;5;Regular;2000
282;54;54;18;14.2;28:01:00;6;Regular;2000
283;55;55;28;26.8;33:13:00;6;Regular;2000
284;56;56;24;21.0;43:58:00;14;Regular;2000
285;57;57;28;25.3;42:35:00;6;Regular;2000
286;58;58;10;5.7;37:20:00;9;Regular;2000
287;59;59;17;17.0;29:10:00;6;Regular;2000
288;61;60;16;13.2;42:11:00;5;Regular;2000
289;62;61;26;16.7;38:43:00;8;Regular;2000
290;63;62;33;25.2;44:57:00;10;Regular;2000
291;64;63;31;29.8;39:46:00;5;Regular;2000
292;65;64;25;19.8;41:26:00;3;Regular;2000
293;66;65;16;11.9;42:46:00;14;Regular;2000
294;67;66;23;14.7;42:38:00;7;Regular;2000
295;1;1;23;14.2;38:39:00;7;Playoffs;2000
296;2;2;32;24.5;36:45:00;4;Playoffs;2000
297;3;3;35;22.6;37:32:00;3;Playoffs;2000
298;4;4;32;14.2;45:48:00;6;Playoffs;2000
299;5;5;17;13.7;33:54:00;2;Playoffs;2000
300;6;6;25;19.7;34:27:00;6;Playoffs;2000
301;7;7;15;11.5;33:47:00;4;Playoffs;2000
302;8;8;25;15.1;47:34:00;5;Playoffs;2000
303;9;9;23;15.0;36:54:00;3;Playoffs;2000
304;10;10;17;8.8;34:07:00;1;Playoffs;2000
305;11;11;13;11.7;38:11:00;3;Playoffs;2000
306;12;12;12;8.2;41:43:00;2;Playoffs;2000
307;13;13;25;22.3;47:44:00;7;Playoffs;2000
308;14;14;18;15.1;45:47:00;4;Playoffs;2000
309;15;15;17;6.8;34:16:00;5;Playoffs;2000
310;16;16;33;25.7;48:00:00;2;Playoffs;2000
311;17;17;25;20.3;46:57:00;11;Playoffs;2000
312;18;18;14;10.5;38:24:00;3;Playoffs;2000
313;19;19;2;3.7;8:55;1;Playoffs;2000
314;21;20;28;18.0;46:49:00;4;Playoffs;2000
315;22;21;8;-0.4;36:44:00;5;Playoffs;2000
316;23;22;26;16.7;44:44:00;10;Playoffs;2000
317;1;1;14;3.0;34:54:00;2;Regular;2001
318;2;2;31;22.1;37:03:00;4;Regular;2001
319;3;3;22;14.1;40:18:00;5;Regular;2001
320;4;4;21;16.5;41:17:00;5;Regular;2001
321;5;5;15;10.1;47:04:00;3;Regular;2001
322;6;6;32;22.8;45:37:00;3;Regular;2001
323;7;7;37;24.9;44:10:00;10;Regular;2001
324;8;8;31;25.5;39:01:00;4;Regular;2001
325;9;9;31;20.1;49:25:00;10;Regular;2001
326;10;10;32;19.7;43:59:00;5;Regular;2001
327;11;11;22;12.9;39:21:00;12;Regular;2001
328;12;12;31;21.2;30:20:00;4;Regular;2001
329;13;13;29;20.7;37:39:00;4;Regular;2001
330;14;14;29;24.2;32:24:00;7;Regular;2001
331;15;15;37;30.5;36:56:00;4;Regular;2001
332;16;16;17;7.3;37:15:00;3;Regular;2001
333;17;17;43;29.6;44:39:00;3;Regular;2001
334;18;18;38;28.2;44:58:00;10;Regular;2001
335;19;19;36;22.6;43:58:00;1;Regular;2001
336;20;20;51;35.7;51:16:00;7;Regular;2001
337;21;21;19;6.6;39:48:00;4;Regular;2001
338;22;22;26;23.5;33:30:00;4;Regular;2001
339;23;23;25;10.7;41:26:00;6;Regular;2001
340;24;24;35;26.5;45:09:00;6;Regular;2001
341;25;25;17;7.4;34:33:00;4;Regular;2001
342;26;26;40;29.5;51:38:00;7;Regular;2001
343;27;27;23;10.5;45:15:00;5;Regular;2001
344;28;28;45;38.1;43:52:00;4;Regular;2001
345;29;29;35;23.2;46:21:00;4;Regular;2001
346;30;30;29;19.8;45:32:00;2;Regular;2001
347;31;31;38;33.3;32:55:00;5;Regular;2001
348;32;32;17;13.1;34:08:00;5;Regular;2001
349;33;33;31;19.0;45:27:00;4;Regular;2001
350;34;34;27;16.9;45:07:00;6;Regular;2001
351;35;35;32;20.9;42:20:00;5;Regular;2001
352;36;36;27;20.3;46:03:00;9;Regular;2001
353;37;37;26;23.4;46:04:00;11;Regular;2001
354;38;38;29;24.2;39:08:00;6;Regular;2001
355;39;39;34;20.4;45:08:00;8;Regular;2001
356;40;40;21;14.4;42:50:00;8;Regular;2001
357;41;41;26;18.0;42:27:00;9;Regular;2001
358;42;42;33;22.5;42:29:00;11;Regular;2001
359;43;43;47;32.3;40:31:00;5;Regular;2001
360;44;44;24;19.8;42:23:00;9;Regular;2001
361;45;45;44;32.0;48:00:00;9;Regular;2001
362;46;46;26;16.5;44:09:00;11;Regular;2001
363;47;47;32;26.4;44:53:00;8;Regular;2001
364;48;48;38;29.5;49:24:00;8;Regular;2001
365;49;49;18;12.5;40:45:00;7;Regular;2001
366;50;50;25;22.9;41:58:00;10;Regular;2001
367;51;51;33;23.7;45:25:00;5;Regular;2001
368;52;52;19;14.0;39:45:00;6;Regular;2001
369;56;53;38;27.9;45:33:00;10;Regular;2001
370;57;54;20;10.1;38:32:00;5;Regular;2001
371;58;55;22;18.4;30:49:00;2;Regular;2001
372;59;56;29;21.3;36:11:00;3;Regular;2001
373;60;57;29;12.6;38:17:00;7;Regular;2001
374;61;58;38;19.8;43:45:00;7;Regular;2001
375;64;59;39;29.2;47:56:00;5;Regular;2001
376;65;60;26;25.6;35:38:00;5;Regular;2001
377;66;61;16;7.6;36:32:00;2;Regular;2001
378;67;62;27;15.3;44:23:00;12;Regular;2001
379;68;63;13;6.2;41:31:00;7;Regular;2001
380;74;64;0;-2.2;11:23;0;Regular;2001
381;79;65;20;20.1;34:56:00;3;Regular;2001
382;80;66;30;25.4;37:25:00;5;Regular;2001
383;81;67;25;17.9;45:00:00;4;Regular;2001
384;82;68;26;23.1;33:15:00;5;Regular;2001
385;1;1;28;23.9;40:58:00;6;Playoffs;2001
386;2;2;25;25.1;34:55:00;3;Playoffs;2001
387;3;3;22;14;42:39:00;4;Playoffs;2001
388;4;4;29;15.4;39:13:00;4;Playoffs;2001
389;5;5;27;19.6;47:07:00;9;Playoffs;2001
390;6;6;36;23.7;38:54:00;7;Playoffs;2001
391;7;7;48;43.3;48:00:00;16;Playoffs;2001
392;8;8;45;28.9;46:53:00;10;Playoffs;2001
393;9;9;28;21;47:20:00;7;Playoffs;2001
394;10;10;36;29.4;39:36:00;9;Playoffs;2001
395;11;11;24;22.1;33:50:00;2;Playoffs;2001
396;12;12;15;2.3;52:05:00;3;Playoffs;2001
397;13;13;31;26.1;47:27:00;8;Playoffs;2001
398;14;14;32;18.3;48:00:00;6;Playoffs;2001
399;15;15;19;17.3;42:41:00;10;Playoffs;2001
400;16;16;26;21.9;43:56:00;12;Playoffs;2001
401;1;1;29;23.2;42:36:00;7;Regular;2002
402;2;2;39;35.1;43:03:00;6;Regular;2002
403;3;3;24;20.8;37:40:00;6;Regular;2002
